POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Dealer,0,0,1,BHK,390,1,1,"Sector-9 Shanti Nagar,Lalitpur",13.0,77.6,42.5
Dealer,1,1,1,BHK,390,0,0,"Kalyan (West),Maharashtra",19.2,73.1,39.9
Owner,0,0,1,BHK,390,1,1,"Govind Puram,Ghaziabad",28.7,77.4,7
Dealer,1,1,1,BHK,391,0,0,"Panvel,Lalitpur",19.0,73.1,46
Dealer,1,0,1,BHK,391,0,1,"Kurla (East),Mumbai",19.1,72.9,92
Dealer,1,1,1,BHK,391,0,1,"Dombivli (East),Mumbai",19.2,73.1,35.2
Dealer,1,1,1,BHK,392,0,1,"Virar West,Lalitpur",19.5,72.8,27
Dealer,1,1,1,BHK,393,0,0,"Naigaon (East),Mumbai",19.4,72.9,31.5
Dealer,0,1,1,BHK,393,1,1,"Sector 82 Faridabad,Faridabad",28.4,77.4,14
Dealer,1,0,1,BHK,393,0,1,"Thane West,Maharashtra",19.2,73.0,89.5
Owner,1,0,1,BHK,394,0,1,"Jagatpura,Jaipur",26.8,75.8,9
Dealer,1,1,1,BHK,395,0,0,"Dombivli (East),Lalitpur",19.2,73.1,35
Dealer,0,0,1,BHK,395,1,0,"Ranidanga,Siliguri",26.7,88.4,7.8
Dealer,1,1,1,BHK,395,0,0,"Goregaon (East),Lalitpur",19.2,72.9,75
Dealer,0,0,1,BHK,395,1,1,"Action Area IID,Kolkata",40.7,-86.2,22
Dealer,1,1,1,BHK,396,0,1,"Kandivali (East),Maharashtra",19.2,72.9,78
Builder,1,1,1,BHK,397,0,0,"Charholi Budruk,Lalitpur",18.7,73.9,24.1
Dealer,1,1,1,BHK,397,0,1,"Sector 85 Faridabad,Faridabad",28.4,77.4,12.6
Dealer,0,0,1,BHK,397,1,1,"Boisar,Palghar",19.8,72.8,13.9
Owner,1,0,1,BHK,398,0,1,"Madhapar,Rajkot",22.8,70.5,14.9
Owner,0,0,1,BHK,398,1,1,"Doddanagamangala,Bangalore",12.9,77.7,200
Owner,0,0,1,BHK,398,1,1,"Lal Kuan,Ghaziabad",28.6,77.5,7
Owner,0,1,2,BHK,398,1,1,"Purseni,Lucknow",26.7,81.0,11
Dealer,0,1,2,BHK,398,1,1,"Purseni,Lucknow",26.7,81.0,11
Owner,0,0,2,BHK,398,1,1,"Brij Vihar,Ghaziabad",28.7,77.3,35
Owner,0,0,2,BHK,399,1,1,"madina park,Bharuch",21.7,73.0,8.7
Dealer,0,0,1,BHK,399,1,1,"Nere,Lalitpur",24.7,78.4,26.7
Dealer,1,1,1,BHK,400,0,0,"Panvel,Lalitpur",19.0,73.1,33
Builder,0,1,1,BHK,400,1,0,"Shelwadi,Palghar",19.7,72.8,17.2
Builder,0,1,1,BHK,400,1,0,"Shelwadi,Lalitpur",24.7,78.4,17.2
Owner,0,0,1,BHK,400,1,1,"Bhopura,Ghaziabad",28.7,77.3,20
Builder,1,1,1,BHK,400,0,0,"Taloja,Maharashtra",21.6,74.2,27
Owner,0,0,1,BHK,400,1,1,"Raiya Road,Rajkot",22.3,70.8,22
Dealer,1,1,1,BHK,400,0,0,"Ambernath,Mumbai",19.0,72.8,24
Dealer,1,0,1,RK,400,0,1,"Sector 8 Airoli,Lalitpur",19.2,72.8,45
Dealer,0,0,1,BHK,400,1,1,"Sector-8 Charkop,Lalitpur",19.2,72.8,74
Dealer,0,0,1,BHK,400,1,1,"Malad (West),Lalitpur",19.2,72.8,80
Owner,0,0,1,BHK,400,1,1,"Amroli,Surat",21.2,72.9,10
Owner,0,0,1,BHK,400,1,1,"Chhapra,Navsari",20.9,72.9,8.5
Dealer,0,0,1,BHK,400,1,1,"Sector-35E Kharghar,Mumbai",19.0,73.1,37
Dealer,0,1,1,BHK,400,1,1,"Taloja,Mumbai",19.1,73.1,24
Dealer,0,0,1,BHK,400,1,1,"Sector-1E Kalamboli,Mumbai",19.0,73.1,35
Owner,0,0,1,BHK,400,1,1,"Ambegaon Budruk,Pune",19.1,73.7,19
Owner,0,0,1,BHK,400,1,1,"Swar Gate,Pune",18.5,73.8,45
Dealer,1,0,1,BHK,400,0,1,"Kharadi,Pune",18.5,73.9,30
Owner,0,0,1,BHK,400,1,1,"Premnagar,Kota",25.0,75.9,5
Owner,0,0,1,BHK,400,1,1,"Anantraj Ashray,Neemrana",28.0,76.4,10
Owner,0,0,1,BHK,400,1,1,"Nyay Khand 1,Ghaziabad",28.9,76.9,12
Owner,0,0,1,BHK,400,1,1,"Old Subhash Nagar,Bhopal",23.2,77.1,35
Owner,0,0,1,BHK,400,1,1,"E block Lajpat nagar - ghaziabad,Ghaziabad",28.5,77.2,30
Owner,0,0,1,BHK,400,1,1,"Rampuri,Ghaziabad",28.7,77.3,25
Owner,0,0,1,BHK,400,1,1,"Dilshad Plaza,Ghaziabad",28.7,77.3,17.5
Owner,0,0,1,BHK,400,1,1,"Dilshad extension 2 bhopura,Ghaziabad",28.7,77.3,16
Dealer,0,0,1,BHK,400,1,1,"Bhopura,Ghaziabad",28.7,77.3,14
Owner,0,0,1,BHK,400,1,1,"Sector-36 Noida,Noida",28.6,77.3,28
Owner,0,0,1,BHK,400,1,1,"Ankur Vihar,Ghaziabad",28.7,77.4,15
Owner,0,0,1,BHK,400,1,1,"Madhuban Bapudham,Ghaziabad",28.7,77.5,8.5
Owner,0,0,1,BHK,400,1,1,"Anand Vihar,Ghaziabad",28.8,77.6,22
Owner,0,0,1,BHK,400,1,1,"NH-8,Neemrana",13.0,77.6,8
Owner,0,0,1,BHK,400,1,1,"NH-8,Neemrana",13.0,77.6,12
Owner,0,0,1,BHK,400,1,1,"NH-8,Neemrana",13.0,77.6,6
Dealer,1,1,1,BHK,400,0,0,"Devanahalli,Bangalore",13.2,77.7,24
Owner,0,0,1,BHK,400,1,1,"Gunjur Palya,Bangalore",12.9,77.7,18
Owner,0,0,1,BHK,400,1,1,"Attibele,Bangalore",12.8,77.8,10
Dealer,0,1,1,BHK,400,1,1,"Taloja,Lalitpur",24.7,78.4,25
Dealer,0,0,1,BHK,400,1,1,"Sector-35E Kharghar,Lalitpur",24.7,78.4,37
Dealer,0,0,1,BHK,400,1,1,"Kharkar Alley,Lalitpur",24.7,78.4,70
Owner,0,0,1,BHK,400,1,1,"NIT Layout,Nagpur",21.1,79.0,11.5
Owner,0,0,1,BHK,400,1,1,"Somnath Nagar,Pune",26.5,83.8,24
Dealer,0,0,1,BHK,400,1,1,"E M Bypass,Kolkata",22.5,88.3,22
Owner,0,0,2,BHK,400,1,1,"Kuber Nagar,Gandhinagar",23.1,72.6,16
Owner,0,0,2,BHK,400,1,1,"Sector-8 kurukshetra,Kurukshetra",30.0,76.9,28
Owner,0,0,2,BHK,400,1,1,"Lajpat Nagar - Ghaziabad,Ghaziabad",28.5,77.0,30
Owner,0,0,2,BHK,400,1,1,"Itaunja,Lucknow",27.1,80.9,41
Dealer,1,1,1,BHK,400,0,0,"Marol,Mumbai",22.8,83.8,95.2
Dealer,0,1,1,BHK,401,1,0,"Chembur (East),Lalitpur",19.1,72.9,110
Dealer,0,0,1,BHK,402,1,1,"Barasat,Kolkata",22.7,88.6,8
Owner,0,0,1,BHK,402,1,1,"Close to temple,Shirdi",19.8,74.5,18
Dealer,0,1,2,BHK,403,1,0,"Shirgaon,Lalitpur",24.7,78.4,39.5
Dealer,1,1,1,BHK,403,0,0,"JK Gram,Maharashtra",19.0,72.8,73.3
Dealer,1,1,1,BHK,403,0,0,"JK Gram,Maharashtra",19.0,72.8,73.6
Dealer,1,1,1,BHK,403,0,0,"JK Gram,Maharashtra",19.0,72.8,73.6
Dealer,1,1,1,BHK,403,0,0,"JK Gram,Lalitpur",33.5,76.2,73.6
Dealer,1,1,1,BHK,403,0,0,"JK Gram,Lalitpur",33.5,76.2,68.9
Owner,0,0,1,BHK,403,1,1,"Barasat,Kolkata",22.7,88.6,16.4
Owner,0,0,1,BHK,403,1,1,"Alikia,Puri",19.8,85.9,12.9
Owner,0,0,1,BHK,403,1,1,"Alikia,Puri",19.8,85.9,12.9
Dealer,1,1,1,BHK,404,0,0,"Anjurdive,Maharashtra",19.0,72.8,42.4
Dealer,1,0,1,BHK,404,0,1,"Majiwada,Mumbai",19.2,73.0,49
Dealer,1,0,1,BHK,404,0,1,"Majiwada,Lalitpur",19.2,73.0,49
Dealer,0,1,1,BHK,404,1,1,"Nandpuri,Jaipur",26.4,76.6,18.2
Dealer,1,1,1,BHK,405,0,0,"Vikhroli (West),Maharashtra",19.1,72.9,84
Dealer,0,0,1,BHK,405,1,1,"Shakti Khand 1,Ghaziabad",28.9,76.9,22
Dealer,0,0,1,BHK,405,1,1,"Dahisar (East),Lalitpur",19.3,72.9,73
Dealer,0,0,1,BHK,405,1,1,"Shibrampur,Kolkata",22.5,88.3,15
Owner,0,0,1,BHK,405,1,1,"jetpur,Rajkot",21.8,70.6,12
Owner,0,0,1,BHK,406,1,1,"Kalol,Gandhinagar",23.2,72.5,14.7
Dealer,0,1,1,BHK,406,1,1,"Thane West,Mumbai",19.2,73.0,50
Dealer,1,1,1,BHK,406,0,0,"Kalyan (West),Maharashtra",19.2,73.1,39.9
Dealer,0,1,1,BHK,406,1,0,"Dombivli (East),Lalitpur",19.2,73.1,36
Dealer,0,0,1,BHK,406,1,1,"DN Nagar,Lalitpur",20.2,73.1,110
Dealer,0,0,1,BHK,406,1,1,"DN Nagar,Mumbai",20.2,73.1,110
Dealer,0,0,1,BHK,406,1,1,"DN Nagar,Maharashtra",20.7,80.1,110
Owner,0,0,1,BHK,407,1,1,"Somatne Phata,Pune",18.7,73.7,26
Builder,1,1,2,BHK,408,0,0,"Ambernath,Mumbai",19.0,72.8,24.7
Builder,1,1,2,BHK,408,0,0,"Ambernath,Lalitpur",24.7,78.4,24.7
Dealer,0,1,1,BHK,408,1,0,"Dombivli (East),Maharashtra",19.2,73.1,35.9
Dealer,0,1,1,BHK,408,1,1,"Dharavi,Maharashtra",19.0,72.9,65
Owner,0,1,1,BHK,408,1,1,"Sector-168 Noida,Noida",28.5,77.4,22
Dealer,1,1,1,BHK,408,0,0,"Thane West,Mumbai",19.2,73.0,58.4
Dealer,1,1,1,BHK,408,0,0,"Kolshet Road,Mumbai",19.2,73.0,64.4
Owner,0,0,1,BHK,409,1,1,"Millpara,Rajkot",22.3,70.8,13.7
Dealer,1,0,1,BHK,409,0,1,"Pokharan Road,Mumbai",19.0,72.8,70
Dealer,1,0,1,BHK,409,0,1,"Pokharan Road,Lalitpur",24.7,78.4,70
Dealer,1,1,1,BHK,409,0,0,"Mira Road East,Mumbai",19.3,72.9,49
Owner,0,1,2,BHK,409,1,1,"NH-24 Highway,Ghaziabad",28.7,77.4,50
Dealer,0,0,1,BHK,409,1,1,"Sector-117 Noida,Noida",28.6,77.4,17
Builder,1,1,1,BHK,410,0,0,"Vadghar,Mumbai",19.3,73.0,33
Builder,1,1,1,BHK,410,0,0,"Makadwali,Ajmer",26.5,74.7,7.8
Dealer,1,1,1,BHK,410,0,0,"Tilak nagar,Mumbai",19.1,72.9,70
Owner,0,0,1,BHK,410,1,1,"Bhivpuri,karjat,Raigad",18.9,73.4,10
Dealer,1,1,1,BHK,410,0,0,"Thane West,Maharashtra",19.2,73.0,58.5
Owner,0,0,1,BHK,410,1,1,"NH-8,Neemrana",13.0,77.6,58.5
Dealer,0,0,1,RK,410,1,1,"Kandivali (East),Lalitpur",19.2,72.9,67
Dealer,0,0,1,BHK,410,1,1,"Chikhal Dongari,Lalitpur",24.7,78.4,28
Owner,0,0,1,BHK,410,1,1,"Behind MIG Police Station,Indore",28.8,77.5,18
Owner,0,0,1,BHK,410,1,1,"Gulabi Nagar,Jaipur",26.9,75.9,17
Owner,0,1,1,BHK,410,1,1,"Sushant Golf City,Lucknow",26.8,81.0,16
Owner,0,0,1,BHK,410,1,1,"Sector-18 Vrindavan Colony,Lucknow",28.6,77.3,14.5
Dealer,1,1,1,BHK,410,0,0,"Kolshet Road,Maharashtra",19.2,73.0,62.8
Dealer,1,1,1,BHK,410,0,0,"Kolshet Road,Lalitpur",24.7,78.4,62.8
Dealer,1,1,1,BHK,411,0,0,"Mira Road East,Lalitpur",19.3,72.9,50
Owner,0,0,1,BHK,411,1,1,"Ram Nagar,Palghar",17.7,83.3,15
Dealer,0,1,1,BHK,411,1,0,"New Panvel,Mumbai",19.0,73.1,48.9
Dealer,0,1,1,BHK,411,1,0,"New Panvel,Mumbai",19.0,73.1,48.9
Dealer,0,0,1,BHK,411,1,1,"Goregaon (West),Lalitpur",19.2,72.8,110
Owner,0,0,1,BHK,412,1,1,"Khodiyar Nagar,Vapi",20.4,72.9,8.5
Dealer,0,1,1,BHK,413,1,0,"Kharadi,Maharashtra",18.5,73.9,35
Dealer,1,1,1,BHK,413,0,1,"Ambernath,Lalitpur",24.7,78.4,26
Dealer,0,1,1,BHK,414,1,1,"Sector 82 Faridabad,Faridabad",28.4,77.4,14
Dealer,0,0,1,BHK,414,1,1,"Kandivali (West),Mumbai",19.2,72.8,100
Dealer,0,1,1,BHK,414,1,1,"Mulund (West),Mumbai",19.2,73.0,110
Dealer,1,0,1,BHK,415,0,1,"Bander Pakhadi,Lalitpur",24.7,78.4,87.1
Dealer,1,1,1,BHK,415,0,0,"Kasar vadavali,Maharashtra",20.1,72.9,51
Dealer,1,1,1,BHK,415,0,0,"Kasar vadavali,Mumbai",18.2,73.0,51
Dealer,1,1,1,BHK,415,0,0,"Kasar vadavali,Lalitpur",24.7,78.4,51
Owner,0,0,1,BHK,415,1,1,"Balicha,Udaipur",24.6,73.7,11
Dealer,0,0,1,BHK,415,1,1,"Ranidanga,Siliguri",26.7,88.4,8.2
Dealer,1,1,1,BHK,415,0,1,"Ambernath East,Mumbai",19.0,72.8,24.2
Dealer,1,1,1,BHK,415,0,1,"Ambernath East,Lalitpur",24.7,78.4,24.2
Dealer,0,1,1,BHK,416,1,1,"Nandpuri,Jaipur",26.4,76.6,18.7
Dealer,1,1,1,BHK,416,0,0,"Kolshet Road,Maharashtra",19.2,73.0,64.6
Dealer,1,1,1,BHK,416,0,1,"New Panvel,Lalitpur",19.0,73.1,43.3
Builder,1,1,1,BHK,416,0,0,"Kandivali (East),Lalitpur",19.2,72.9,110
Builder,1,1,1,BHK,416,0,0,"Kandivali (East),Maharashtra",19.2,72.9,110
Dealer,1,1,1,BHK,417,0,0,"Kolshet Road,Lalitpur",24.7,78.4,63.1
Owner,0,0,1,BHK,417,1,1,"Majrakath,Neemrana",28.0,76.4,12.5
Builder,1,1,1,BHK,417,0,0,"Mohamadwadi,Lalitpur",24.7,78.4,36.4
Dealer,0,0,1,BHK,418,1,1,"Palghar,Palghar",19.7,72.8,18
Dealer,0,0,1,BHK,418,1,1,"Palghar,Maharashtra",19.7,72.8,18
Dealer,0,0,1,BHK,418,1,0,"New Town,Kolkata",22.6,88.5,20.5
Builder,1,1,1,BHK,419,0,0,"Rahata,Shirdi",19.8,74.5,11.3
Dealer,0,1,1,BHK,419,1,1,"Chembur (East),Mumbai",19.1,72.9,120
Dealer,0,1,1,BHK,419,1,1,"Chembur (East),Lalitpur",19.1,72.9,120
Dealer,1,0,1,BHK,419,0,1,"Dombivli (East),Maharashtra",19.2,73.1,36.9
Dealer,0,1,1,BHK,419,1,0,"Baner,Pune",18.6,73.8,41.9
Dealer,0,1,1,BHK,419,1,1,"Chembur (East),Mumbai",19.1,72.9,120
Owner,0,0,1,BHK,419,1,1,"Ranidanga,Siliguri",26.7,88.4,12
Builder,1,1,1,RK,420,0,0,"Makhmalabad,Lalitpur",24.7,78.4,10.7
Dealer,0,1,1,BHK,420,1,1,"Patlipada,Mumbai",19.0,72.8,75
Owner,0,0,1,BHK,420,1,1,"Awadh Vihar Shahid Path,Lucknow",26.2,86.4,20
Owner,0,0,1,BHK,420,1,1,"Tada,Nellore",14.4,80.0,15
Owner,0,0,1,BHK,420,1,1,"Old Pallavaram,Chennai",13.0,80.2,26
Dealer,0,1,1,BHK,420,1,1,"Sasane Nagar,Pune",18.5,73.9,22
Owner,0,0,1,BHK,420,1,1,"Kalapatti road,Coimbatore",11.0,77.0,25
Dealer,1,1,1,BHK,420,0,0,"Kandivali (East),Lalitpur",19.2,72.9,89.8
Owner,0,0,1,BHK,420,1,1,"Sector-87 Noida,Noida",28.5,77.4,16.5
Builder,1,0,1,BHK,420,0,0,"Amalanagar,Thrissur",10.5,76.2,19.3
Dealer,1,1,1,BHK,420,0,1,"Badlapur,Mumbai",19.0,72.8,29.5
Owner,0,1,1,BHK,421,1,1,"Khazoor Gaon,Barabanki",27.0,81.1,8.5
Dealer,1,1,1,BHK,421,0,1,"Sindhi Society Chembur,Lalitpur",19.0,72.9,130
Owner,0,0,1,BHK,421,1,1,"Neral,Raigad",19.0,73.3,21
Dealer,1,0,1,BHK,421,0,1,"Adharwadi,Lalitpur",24.7,78.4,40.9
Dealer,1,1,1,BHK,421,0,0,"Balkum,Lalitpur",24.7,78.4,62.4
Builder,1,1,1,BHK,422,0,0,"Talegaon Dabhade,Lalitpur",18.7,73.7,21.7
Builder,0,0,1,BHK,422,1,0,"Hoshangabad Road,Bhopal",22.8,77.7,10.9
Builder,0,0,1,BHK,422,1,0,"Hoshangabad Road,Bhopal",22.8,77.7,10.9
Dealer,1,1,1,BHK,422,0,0,"Pushkar Road,Ajmer",26.5,74.6,8.1
Dealer,0,1,1,BHK,423,1,0,"Chembur (East),Lalitpur",19.1,72.9,120
Owner,1,0,2,BHK,423,0,1,"Shivkar,Raigad",19.0,73.1,27
Dealer,0,1,1,BHK,423,1,1,"Kasar vadavali,Lalitpur",24.7,78.4,60
Dealer,0,0,1,BHK,424,1,1,"Kundli,Sonipat",28.9,77.1,14.5
Dealer,1,1,1,BHK,424,0,0,"Chembur,Mumbai",19.1,72.9,98.9
Dealer,0,0,1,BHK,424,1,1,"Gokuldham,Mumbai",19.0,72.8,94
Dealer,1,1,1,BHK,424,0,0,"Kandivali (East),Maharashtra",19.2,72.9,92.4
Dealer,1,0,1,BHK,424,0,1,"Virar West,Maharashtra",19.5,72.8,30.9
Dealer,1,1,1,BHK,425,0,0,"Kalyan (West),Mumbai",19.2,73.1,49.9
Dealer,1,1,1,BHK,425,0,0,"Thane West,Maharashtra",19.2,73.0,55
Dealer,0,1,1,BHK,425,1,0,"Kasar vadavali,Maharashtra",20.1,72.9,47
Dealer,1,0,1,BHK,425,0,1,"Andheri (West),Maharashtra",19.1,72.8,67
Dealer,0,0,1,BHK,425,1,1,"Balkum,Mumbai",19.2,73.0,61
Dealer,0,0,1,BHK,425,1,1,"Balkum,Maharashtra",19.2,73.0,61
Owner,0,1,1,BHK,425,1,1,"Akoli,Amravati",20.7,77.0,15
Owner,0,0,1,BHK,425,1,1,"Prem Nagar,Kota",31.2,75.8,4
Owner,0,0,1,BHK,425,1,1,"Mhow,Indore",22.6,75.8,6.5
Owner,0,0,1,BHK,425,1,1,"Gunjan,Vapi",20.4,72.9,10
Dealer,1,1,1,BHK,426,0,0,"Laxmi Nagar,Maharashtra",20.1,73.9,71.9
Dealer,0,1,1,BHK,426,1,1,"Marol,Lalitpur",24.7,78.4,130
Dealer,0,1,1,BHK,426,1,1,"Laxmi Nagar,Lalitpur",22.3,70.8,74
Dealer,1,1,1,BHK,427,0,1,"Ambernath East,Maharashtra",19.2,73.2,25.4
Dealer,1,1,1,BHK,427,0,0,"Kandivali (East),Mumbai",19.2,72.9,92
Dealer,1,1,1,BHK,427,0,0,"Kandivali (East),Maharashtra",19.2,72.9,92
Dealer,0,1,1,BHK,427,1,1,"Sector 82 Faridabad,Faridabad",28.4,77.4,14.4
Dealer,1,1,1,BHK,427,0,0,"Anjurdive,Maharashtra",19.0,72.8,45
Owner,1,0,1,BHK,427,0,1,"Muthuvara,Thrissur",10.5,76.2,14.2
Dealer,1,1,1,BHK,428,0,0,"Marol,Lalitpur",24.7,78.4,130
Dealer,1,1,1,BHK,428,0,1,"Ambernath,Maharashtra",19.2,73.2,23
Dealer,1,0,1,BHK,428,0,1,"Thakur Village,Lalitpur",12.9,77.6,91
Dealer,1,0,1,BHK,428,0,1,"Kanjur marg (west),Mumbai",19.2,73.0,110
Dealer,1,1,1,BHK,428,0,0,"Kanjur marg (west),Maharashtra",19.0,72.8,100
Dealer,1,1,2,BHK,429,0,0,"Kanjur marg (west),Maharashtra",19.0,72.8,120
Owner,0,0,1,BHK,430,1,1,"Vavol,Gandhinagar",23.2,72.6,22
Dealer,0,0,1,BHK,430,1,1,"Sector 3 Charkop,Maharashtra",19.0,72.8,76
Owner,0,0,1,BHK,430,1,1,"Bhagwat Chowk, Vadodara,Vadodara",22.3,73.2,20
Dealer,0,0,1,BHK,430,1,1,"Ghodbunder Road,Mumbai",28.7,76.8,50
Dealer,0,0,1,BHK,430,1,1,"Ghodbunder Road,Lalitpur",24.7,78.4,50
Dealer,0,0,1,BHK,430,1,1,"Nadesar,Varanasi",25.3,83.0,25
Owner,0,0,2,BHK,430,1,1,"Nyay Khand 2,Ghaziabad",28.9,76.9,25
Owner,0,0,1,BHK,430,1,1,"Barotiwala,Solan",30.9,77.1,7.6
Dealer,1,1,1,BHK,430,0,0,"Kasar vadavali,Lalitpur",24.7,78.4,46.5
Owner,0,0,1,BHK,430,1,1,"Madhuban Bapudham,Ghaziabad",28.7,77.5,6
Owner,0,0,2,BHK,431,1,1,"Sector-1 Vasundhara,Ghaziabad",28.7,77.4,23
Owner,0,0,1,BHK,431,1,1,"Gyan Khand 4,Ghaziabad",28.7,77.4,20
Owner,0,0,2,BHK,431,1,1,"Sector-23 Sanjay Nagar,Ghaziabad",28.7,77.5,17
Owner,0,1,1,BHK,431,1,1,"Jamtha,Nagpur",21.0,79.0,16.5
Owner,0,0,1,BHK,432,1,1,"Dindoli,Surat",21.1,72.9,8.7
Dealer,1,1,1,BHK,432,0,0,"Kolshet Road,Mumbai",19.2,73.0,64.6
Owner,0,0,1,BHK,432,1,1,"Sector 12 Sonipat,Sonipat",29.0,77.0,25
Owner,0,0,1,BHK,433,1,1,"Shastradhara Road IT Park Raja Ram Vihar,Dehradun",30.3,78.0,20.5
Dealer,1,1,1,BHK,433,0,0,"Ghodbunder Road,Mumbai",28.7,76.8,53.7
Dealer,0,1,1,BHK,434,1,1,"Mathura,Agra",27.5,77.7,14.3
Dealer,1,1,2,BHK,434,0,0,"Majiwada,Mumbai",19.2,73.0,77.1
Dealer,1,1,1,BHK,434,0,1,"Mulund (West),Lalitpur",19.2,73.0,100
Dealer,1,1,2,BHK,434,0,0,"Majiwada,Mumbai",19.2,73.0,77.1
Dealer,1,1,1,BHK,435,0,1,"Goregaon (West),Lalitpur",19.2,72.8,100
Dealer,1,1,2,BHK,435,0,1,"Hedutane,Mumbai",19.0,72.8,36.9
Dealer,1,1,2,BHK,435,0,1,"Hedutane,Lalitpur",24.7,78.4,36.9
Dealer,0,0,1,BHK,435,1,1,"Sundarpada,Bhubaneswar",20.2,85.8,8.7
Builder,1,1,1,BHK,435,0,0,"Dighi,Pune",19.5,75.1,30
Builder,1,1,1,BHK,435,0,0,"Dighi,Lalitpur",24.7,78.4,30
Owner,0,0,1,BHK,436,1,1,"Dighi,Pune",19.5,75.1,31
Owner,0,0,1,BHK,436,1,1,"Ponnusamy Nagar,Chennai",13.0,80.2,35
Dealer,1,1,2,BHK,436,0,0,"Kanjur marg (west),Maharashtra",19.0,72.8,140
Dealer,1,1,2,BHK,436,0,0,"Kanjur marg (west),Lalitpur",24.7,78.4,140
Dealer,1,1,1,BHK,437,0,1,"Tilak nagar,Maharashtra",19.1,72.9,100
Dealer,1,1,1,BHK,437,0,0,"Ghansoli,Lalitpur",19.1,73.0,90
Owner,0,0,1,BHK,437,1,1,"Jhotwara,Jaipur",27.0,75.7,14
Dealer,1,1,1,BHK,438,0,0,"Mira Road,Maharashtra",19.3,72.9,57
Owner,0,0,1,BHK,438,1,1,"NH-8,Neemrana",13.0,77.6,10
Dealer,0,1,1,BHK,438,1,1,"Palghar,Palghar",19.7,72.8,18.1
Dealer,0,0,1,BHK,439,1,0,"Dombivli (East),Maharashtra",19.2,73.1,34
Owner,0,0,1,BHK,439,1,1,"Sevoke Road,Siliguri",26.7,88.3,20
Owner,0,0,1,BHK,439,1,1,"Mujmahuda,Vadodara",22.3,73.2,18.5
Builder,1,1,1,BHK,440,0,0,"Chembur (East),Lalitpur",19.1,72.9,94.9
Dealer,1,1,1,BHK,440,0,0,"Mira Road,Maharashtra",19.3,72.9,55
Dealer,1,1,1,BHK,440,0,0,"Mira Road,Lalitpur",19.3,72.9,55
Dealer,1,1,1,BHK,440,0,0,"Chembur (East),Lalitpur",19.1,72.9,94.6
Dealer,0,1,1,BHK,440,1,0,"New Panvel,Mumbai",19.0,73.1,44
Dealer,0,1,1,BHK,440,1,0,"New Panvel,Maharashtra",19.0,73.1,44
Dealer,1,1,1,RK,440,0,1,"Dronagiri,Lalitpur",24.7,78.4,22
Dealer,0,0,1,BHK,440,1,1,"Chembur (East),Maharashtra",19.1,72.9,130
Dealer,1,0,1,BHK,440,0,1,"Suyog Nagar,Karjat",21.2,79.7,21
Dealer,0,0,1,BHK,440,1,0,"Dombivli (East),Lalitpur",19.2,73.1,41
Dealer,0,0,1,BHK,440,1,0,"Dombivli (East),Mumbai",19.2,73.1,41
Builder,0,0,1,BHK,440,1,0,"Anakaputhur,Chennai",13.0,80.1,20.7
Dealer,1,1,2,BHK,441,0,0,"Kolshet Road,Maharashtra",19.2,73.0,77.9
Dealer,0,0,1,BHK,441,1,0,"Dombivli (East),Lalitpur",19.2,73.1,41
Dealer,0,0,1,BHK,441,1,0,"Dombivli (East),Maharashtra",19.2,73.1,41
Dealer,0,0,1,BHK,442,1,1,"Kandivali (West),Lalitpur",19.2,72.8,120
Dealer,1,1,1,BHK,442,0,1,"Mall Road,Solan",28.5,77.1,17.8
Dealer,1,0,1,BHK,442,0,0,"Dombivli (East),Maharashtra",19.2,73.1,38
Owner,0,0,1,BHK,442,1,1,"Narhe,Pune",18.4,73.8,30
Dealer,1,1,1,BHK,442,0,1,"Andheri (East),Lalitpur",19.1,72.9,150
Dealer,0,1,1,BHK,443,1,0,"Balagere,Bangalore",12.9,77.7,38.9
Dealer,1,0,1,BHK,443,0,0,"Dharapur,Guwahati",26.1,91.6,15.5
Dealer,1,1,1,BHK,444,0,1,"Mahim,Palghar",19.6,72.7,17.6
Builder,0,0,1,BHK,444,1,0,"Virar,Mumbai",42.0,-87.7,37.8
Builder,1,1,1,BHK,444,0,0,"Pisoli,Maharashtra",18.4,73.9,29
Dealer,1,1,1,BHK,444,0,0,"Balagere,Bangalore",12.9,77.7,39
Owner,0,0,1,BHK,444,1,1,"Sholinganallur,Chennai",12.9,80.2,20
Owner,0,0,1,BHK,444,1,1,"Sholinganallur,Chennai",12.9,80.2,22
Dealer,1,1,1,BHK,444,0,0,"Ghodbunder Road,Maharashtra",19.0,72.8,55.5
Dealer,1,1,2,BHK,444,0,0,"Vartak Nagar,Mumbai",19.0,72.8,58
Builder,1,1,1,BHK,445,0,0,"Bhandup (West),Mumbai",19.1,72.9,99.4
Dealer,0,1,1,BHK,445,1,0,"Kanjur Marg (East),Maharashtra",19.0,72.8,100
Dealer,0,1,1,BHK,445,1,0,"Balagere,Bangalore",12.9,77.7,39.1
Dealer,1,1,1,BHK,445,0,1,"Ghodbunder Road,Lalitpur",24.7,78.4,54.3
Owner,0,0,1,BHK,445,1,1,"Pilkhuwa,Hapur",28.7,77.6,10.8
Dealer,1,0,1,BHK,445,0,1,"Kasar vadavali,Mumbai",18.2,73.0,56
